,performer,song_performer,song,track_duration_s,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,rank,last_week,peak_rank,weeks_on_board,key_signature,year,top_hit_pos
1365,Blu Cantrell Featuring Sean Paul,Breathe | Blu Cantrell Featuring Sean Paul,Breathe,228.0,0.8,0.663,D,-3.832,major,0.0324,0.048,0.0,0.252,0.472,91.934,4.0,95,94.0,70,20,D major,2003,0.0
1366,Fabolous,Breathe | Fabolous,Breathe,268.96,0.713,0.91,A#,-5.586,minor,0.282,0.34,0.0,0.304,0.51,83.028,4.0,83,61.0,10,20,A# minor,2005,0.0
1367,Faith Hill,Breathe | Faith Hill,Breathe,250.546,0.529,0.496,G,-9.007,major,0.029,0.173,0.0,0.251,0.278,136.859,4.0,47,48.0,2,53,G major,2000,0.0
1368,Michelle Branch,Breathe | Michelle Branch,Breathe,211.773,0.644,0.753,F#,-4.296,major,0.0391,0.0279,0.00227,0.108,0.209,117.148,4.0,94,92.0,36,18,F# major,2004,0.0
1369,The Corrs,Breathless | The Corrs,Breathless,207.506,0.607,0.82,B,-7.754,major,0.0597,0.0541,6.8e-05,0.269,0.768,126.988,4.0,83,74.0,34,20,B major,2001,0.0
1370,George Benson,Breezin' | George Benson,Breezin',341.733,0.682,0.752,D,-9.521,major,0.0454,0.476,0.863,0.0768,0.964,81.081,4.0,63,63.0,63,6,D major,1976,0.0
1371,The Cupids,Brenda | The Cupids,Brenda,171.12,0.37,0.459,F,-7.171,major,0.028,0.8,2.7e-06,0.174,0.451,89.58,3.0,64,57.0,57,6,F major,1963,0.0
1372,Barenaked Ladies,Brian Wilson | Barenaked Ladies,Brian Wilson,287.773,0.633,0.701,F,-11.86,major,0.0398,0.365,5.16e-06,0.179,0.88,153.109,4.0,80,82.0,68,20,F major,1998,0.0
1373,Michel Legrand,Brian's Song | Michel Legrand,Brian's Song,172.52,0.442,0.401,A,-13.018,major,0.0262,0.536,0.956,0.104,0.316,86.164,4.0,70,58.0,56,8,A major,1972,0.0
1374,Linda Clifford,Bridge Over Troubled Water | Linda Clifford,Bridge Over Troubled Water,610.84,0.594,0.778,D,-11.788,major,0.0543,0.00377,0.0906,0.0582,0.629,130.911,4.0,100,41.0,41,6,D major,1979,0.0
1375,Simon & Garfunkel,Bridge Over Troubled Water | Simon & Garfunkel,Bridge Over Troubled Water,293.12,0.149,0.206,D#,-13.888,major,0.0323,0.822,0.000649,0.115,0.264,79.764,4.0,21,14.0,1,14,D# major,1970,1.0
1376,Ray Stevens,Bridget The Midget (The Queen Of The Blues) | Ray Stevens,Bridget The Midget (The Queen Of The Blues),219.24,0.341,0.703,F,-15.473,minor,0.13,0.611,0.000308,0.905,0.725,181.658,4.0,62,60.0,50,10,F minor,1971,0.0
1377,Nas Featuring Olu Dara,Bridging The Gap | Nas Featuring Olu Dara,Bridging The Gap,236.653,0.549,0.693,G,-7.139,major,0.427,0.0325,0.0,0.62,0.475,93.864,4.0,100,94.0,94,4,G major,2004,0.0
1378,matchbox twenty,Bright Lights | matchbox twenty,Bright Lights,234.426,0.319,0.732,E,-4.475,major,0.0436,0.0134,0.0,0.658,0.2,80.195,4.0,44,48.0,23,21,E major,2004,0.0
1379,Echosmith,Bright | Echosmith,Bright,220.626,0.646,0.431,F#,-8.517,major,0.0262,0.637,6.99e-06,0.113,0.292,90.034,4.0,92,80.0,40,20,F# major,2015,0.0
1380,Bruce Springsteen,Brilliant Disguise | Bruce Springsteen,Brilliant Disguise,254.84,0.703,0.726,A,-12.438,major,0.029,0.152,1.45e-06,0.0319,0.949,126.353,4.0,99,81.0,5,16,A major,1988,0.0
1381,Los Bravos,Bring A Little Lovin' | Los Bravos,Bring A Little Lovin',141.426,0.601,0.913,C#,-4.681,minor,0.134,0.00659,0.0125,0.0713,0.91,115.348,4.0,60,51.0,51,7,C# minor,1968,0.0
1382,The Dells,Bring Back The Love Of Yesterday | The Dells,Bring Back The Love Of Yesterday,232.759,0.423,0.534,F#,-14.465,major,0.11,0.639,0.83,0.183,0.605,162.055,4.0,92,87.0,87,3,F# major,1974,0.0
1383,B.J. Thomas,Bring Back The Time | B.J. Thomas,Bring Back The Time,184.173,0.411,0.147,F,-14.109,major,0.0296,0.907,0.000279,0.105,0.26,75.601,4.0,75,78.0,75,4,F major,1966,0.0
1384,Tiny Tim,Bring Back Those Rockabye Baby Days | Tiny Tim,Bring Back Those Rockabye Baby Days,123.826,0.681,0.713,B,-8.147,major,0.0427,0.439,0.0,0.0529,0.873,115.938,4.0,95,97.0,95,2,B major,1968,0.0
1385,Boy Meets Girl,Bring Down The Moon | Boy Meets Girl,Bring Down The Moon,301.026,0.628,0.881,B,-6.473,major,0.0464,0.254,0.00136,0.115,0.523,116.039,4.0,90,69.0,49,11,B major,1989,0.0
1386,T.I.,Bring Em Out | T.I.,Bring Em Out,216.706,0.759,0.891,B,-2.983,major,0.257,0.0298,0.0,0.141,0.587,98.579,4.0,42,37.0,9,21,B major,2005,0.0
1387,Grayson Hugh,Bring It All Back | Grayson Hugh,Bring It All Back,244.066,0.73,0.409,C,-12.775,major,0.029,0.442,2.66e-06,0.0383,0.717,102.967,4.0,89,87.0,87,4,C major,1989,0.0
1388,Blaque,Bring It All To Me | Blaque,Bring It All To Me,218.186,0.695,0.579,C,-5.066,major,0.0325,0.000479,0.0,0.0556,0.726,88.957,4.0,42,32.0,5,29,C major,2000,0.0
1389,Travis Porter,Bring It Back | Travis Porter,Bring It Back,217.906,0.944,0.76,B,-4.355,minor,0.0851,0.116,0.0,0.113,0.545,98.001,4.0,96,95.0,75,10,B minor,2011,0.0
1390,Sam Cooke,Bring It On Home To Me | Sam Cooke,Bring It On Home To Me,162.533,0.523,0.402,C,-8.233,major,0.0305,0.778,0.0,0.432,0.675,70.863,4.0,58,42.0,13,11,C major,1962,0.0
1391,Lil Rob,Bring Out The Freak In You | Lil Rob,Bring Out The Freak In You,229.56,0.95,0.504,E,-7.367,major,0.113,0.000745,5.3e-06,0.32,0.712,110.027,4.0,89,86.0,85,7,E major,2006,0.0
1392,Freda Payne,Bring The Boys Home | Freda Payne,Bring The Boys Home,284.626,0.814,0.452,B,-12.477,minor,0.0305,0.0292,2.99e-05,0.0989,0.738,104.093,4.0,28,25.0,12,13,B minor,1971,0.0
1393,Elvis Presley,Bringing It Back | Elvis Presley,Bringing It Back,178.306,0.687,0.581,G,-11.304,major,0.0336,0.258,0.0,0.0804,0.517,119.695,4.0,65,65.0,65,5,G major,1975,0.0
1394,Goo Goo Dolls,Broadway | Goo Goo Dolls,Broadway,238.533,0.527,0.878,B,-5.704,major,0.0424,0.000555,0.0,0.0852,0.757,132.791,4.0,87,85.0,24,20,B major,2000,0.0
1395,Rod Stewart,Broken Arrow | Rod Stewart,Broken Arrow,261.093,0.569,0.486,D,-10.64,major,0.0248,0.364,0.000326,0.267,0.509,83.213,4.0,57,43.0,20,20,D major,1992,0.0
1396,SZA,Broken Clocks | SZA,Broken Clocks,231.253,0.684,0.683,F#,-7.366,major,0.177,0.13,0.0,0.156,0.406,112.856,4.0,97,97.0,82,4,F# major,2018,0.0
1397,The Fiestas,Broken Heart | The Fiestas,Broken Heart,161.76,0.66,0.45,G,-10.666,major,0.0415,0.87,0.0219,0.218,0.843,125.555,4.0,92,81.0,81,6,G major,1962,0.0
1398,The Adventures,Broken Land | The Adventures,Broken Land,304.159,0.479,0.588,D,-13.149,major,0.0268,0.0191,0.00179,0.141,0.386,98.043,4.0,98,95.0,95,3,D major,1988,0.0
1399,Mr. Mister,Broken Wings | Mr. Mister,Broken Wings,343.933,0.286,0.5,C#,-14.281,minor,0.0357,0.134,4.57e-05,0.108,0.443,99.162,4.0,76,59.0,1,22,C# minor,1986,1.0
1400,Brandy,Brokenhearted | Brandy,Brokenhearted,286.493,0.329,0.517,F#,-7.178,major,0.0353,0.488,0.0,0.0985,0.408,149.758,4.0,74,61.0,9,20,F# major,1996,0.0
1401,Karmin,Brokenhearted | Karmin,Brokenhearted,227.146,0.765,0.765,C#,-2.732,minor,0.0585,0.00765,3.82e-06,0.0527,0.886,120.001,4.0,43,47.0,16,22,C# minor,2012,0.0
1402,lovelytheband,Broken | lovelytheband,Broken,204.878,0.666,0.728,G,-5.808,major,0.0419,0.00175,4.26e-06,0.0429,0.51,122.996,4.0,45,45.0,29,22,G major,2018,0.0
1403,Robbie Dupree,Brooklyn Girls | Robbie Dupree,Brooklyn Girls,205.24,0.644,0.637,E,-8.859,major,0.0308,0.216,2.6e-06,0.13,0.767,121.908,4.0,99,77.0,54,7,E major,1981,0.0
1404,Ol' Dirty Bastard,Brooklyn Zoo | Ol' Dirty Bastard,Brooklyn Zoo,217.506,0.704,0.701,D,-8.031,major,0.46,0.549,0.0,0.664,0.618,92.032,4.0,97,87.0,54,16,D major,1995,0.0
1405,Bobby Goldsboro,Broomstick Cowboy | Bobby Goldsboro,Broomstick Cowboy,157.779,0.558,0.271,D,-12.951,major,0.0314,0.647,2.71e-05,0.264,0.335,123.158,4.0,59,56.0,53,7,D major,1966,0.0
1406,Angie Stone,Brotha | Angie Stone,Brotha,268.133,0.801,0.434,G,-9.174,minor,0.376,0.538,0.0,0.0729,0.661,132.254,4.0,89,88.0,52,20,G minor,2002,0.0
1407,Stories,Brother Louie | Stories,Brother Louie,235.8,0.697,0.498,A,-9.147,minor,0.0419,0.101,0.00082,0.13,0.85,103.77,4.0,38,22.0,1,18,A minor,1973,1.0
1408,NEEDTOBREATHE Featuring Gavin DeGraw,Brother | NEEDTOBREATHE Featuring Gavin DeGraw,Brother,208.205,0.526,0.803,B,-3.989,major,0.127,0.135,0.0,0.119,0.564,157.887,4.0,98,100.0,98,2,B major,2015,0.0
1409,Orpheus,Brown Arms In Houston | Orpheus,Brown Arms In Houston,217.324,0.317,0.309,C#,-12.314,major,0.0337,0.801,0.00355,0.101,0.167,93.804,4.0,91,91.0,91,3,C# major,1969,0.0
1410,Van Morrison,Brown Eyed Girl | Van Morrison,Brown Eyed Girl,183.306,0.491,0.583,G,-10.964,major,0.0376,0.182,0.0,0.407,0.907,150.572,4.0,41,27.0,10,16,G major,1967,0.0
1411,Rick Springfield,Bruce | Rick Springfield,Bruce,202.133,0.69,0.634,A,-11.572,major,0.291,0.158,0.0,0.157,0.611,135.683,4.0,93,74.0,27,13,A major,1985,0.0
1412,Train Featuring Ashley Monroe,Bruises | Train Featuring Ashley Monroe,Bruises,231.786,0.63,0.791,D,-4.497,major,0.0279,0.0131,6.83e-06,0.232,0.491,102.963,4.0,98,95.0,79,8,D major,2013,0.0
1413,"Major Lazer Featuring Bruno Mars, Tyga & Mystic","Bubble Butt | Major Lazer Featuring Bruno Mars, Tyga & Mystic",Bubble Butt,227.813,0.765,0.771,G,-6.99,major,0.347,0.0115,0.00237,0.606,0.394,194.072,4.0,56,83.0,56,9,G major,2013,0.0
1414,Rock & Roll Double Bubble,Bubble Gum Music | Rock & Roll Double Bubble,Bubble Gum Music,81.066,0.713,0.649,E,-5.428,major,0.12,0.407,0.0,0.178,0.96,131.243,4.0,74,81.0,74,4,E major,1969,0.0
1415,Buck Owens and The Buckaroos,Buckaroo | Buck Owens and The Buckaroos,Buckaroo,122.24,0.462,0.87,C#,-6.058,major,0.025,0.000568,0.791,0.0573,0.97,93.548,4.0,74,62.0,60,9,C# major,1966,0.0
1416,Ronny And The Daytonas,"Bucket ""T"" | Ronny And The Daytonas","Bucket ""T""",157.173,0.548,0.951,G#,-7.583,major,0.0628,0.746,0.0,0.392,0.631,105.686,4.0,56,54.0,54,7,G# major,1965,0.0
1417,Smif-N-Wessun,Bucktown | Smif-N-Wessun,Bucktown,236.936,0.769,0.836,G#,-4.15,major,0.244,0.0618,0.0,0.182,0.651,88.978,4.0,99,95.0,93,5,G# major,1994,0.0
1418,George Ezra,Budapest | George Ezra,Budapest,200.733,0.717,0.455,F,-8.303,major,0.0276,0.0846,0.0,0.11,0.389,127.81,4.0,49,36.0,32,23,F major,2015,0.0
1419,Destiny's Child,Bug A Boo | Destiny's Child,Bug A Boo,212.44,0.76,0.718,F#,-3.087,major,0.147,0.00413,7.63e-06,0.18,0.927,104.42,4.0,96,96.0,33,20,F# major,2000,0.0
1420,Bella Poarch,Build A Bitch | Bella Poarch,Build A Bitch,122.772,0.855,0.463,D#,-7.454,major,0.0367,0.217,1.77e-05,0.347,0.866,102.931,4.0,92,93.0,56,12,D# major,2021,0.0
1421,The Foundations,Build Me Up Buttercup | The Foundations,Build Me Up Buttercup,177.533,0.66,0.512,C,-7.183,major,0.0294,0.313,0.0,0.283,0.852,133.607,4.0,23,16.0,3,15,C major,1969,0.0
1422,Sarah McLachlan,Building A Mystery | Sarah McLachlan,Building A Mystery,247.306,0.505,0.518,D,-8.601,major,0.023,0.403,0.0,0.129,0.472,81.019,4.0,47,41.0,13,22,D major,1998,0.0
1423,Brooks & Dunn With Sheryl Crow & Vince Gill,Building Bridges | Brooks & Dunn With Sheryl Crow & Vince Gill,Building Bridges,262.866,0.677,0.77,A,-4.245,major,0.0255,0.00717,1.04e-05,0.0425,0.686,105.009,4.0,83,70.0,66,12,A major,2006,0.0
1424,The Fireballs,Bulldog | The Fireballs,Bulldog,131.386,0.514,0.88,A,-11.311,major,0.0395,0.138,0.779,0.175,0.883,158.893,4.0,68,48.0,24,12,A major,1960,0.0
1425,Toby Keith,Bullets In The Gun | Toby Keith,Bullets In The Gun,256.613,0.61,0.761,A,-6.022,major,0.0627,0.339,1.88e-05,0.0839,0.433,120.017,4.0,83,87.0,83,14,A major,2011,0.0
1426,LaVern Baker,Bumble Bee | LaVern Baker,Bumble Bee,147.373,0.632,0.465,F,-10.817,minor,0.0366,0.702,1.1e-06,0.11,0.904,119.097,4.0,52,51.0,46,11,F minor,1961,0.0
1427,The Searchers,Bumble Bee | The Searchers,Bumble Bee,134.186,0.673,0.753,E,-8.124,minor,0.0524,0.779,1.84e-06,0.113,0.955,129.932,4.0,51,29.0,21,8,E minor,1965,0.0
1428,B. Bumble & The Stingers,Bumble Boogie | B. Bumble & The Stingers,Bumble Boogie,133.8,0.538,0.871,A,-5.24,major,0.0461,0.411,0.878,0.072,0.767,169.851,4.0,60,30.0,21,10,A major,1961,0.0
1429,R. Kelly,Bump N' Grind | R. Kelly,Bump N' Grind,256.133,0.621,0.481,B,-8.016,major,0.0371,0.0984,0.0,0.241,0.679,65.004,4.0,38,40.0,1,25,B major,1994,1.0
1430,B2K & P. Diddy,"Bump, Bump, Bump | B2K & P. Diddy","Bump, Bump, Bump",282.533,0.833,0.681,C#,-6.028,minor,0.215,0.0956,0.0,0.0414,0.887,95.48,4.0,49,38.0,1,22,C# minor,2003,1.0
1431,Jethro Tull,Bungle In The Jungle | Jethro Tull,Bungle In The Jungle,217.333,0.61,0.583,B,-9.804,minor,0.0371,0.109,0.0,0.28,0.909,104.337,4.0,70,55.0,12,16,B minor,1975,0.0
1432,Linkin Park,Burn It Down | Linkin Park,Burn It Down,230.253,0.585,0.972,A,-4.45,minor,0.0534,0.0143,0.0,0.0707,0.585,110.006,4.0,66,66.0,30,23,A minor,2012,0.0
1433,Blue Oyster Cult,Burnin' For You | Blue Oyster Cult,Burnin' For You,271.0,0.532,0.728,A,-9.079,minor,0.0352,0.106,0.0108,0.0849,0.69,134.303,4.0,96,85.0,40,14,A minor,1981,0.0
1434,Jason Aldean,Burnin' It Down | Jason Aldean,Burnin' It Down,219.16,0.681,0.795,F#,-6.652,major,0.049,0.305,9.41e-06,0.109,0.64,135.939,4.0,79,74.0,12,20,F# major,2014,0.0
1435,Bad Company,Burnin' Sky | Bad Company,Burnin' Sky,310.866,0.436,0.532,C,-10.766,major,0.0476,0.308,0.00395,0.208,0.845,190.113,4.0,78,81.0,78,4,C major,1977,0.0
1436,Mac Davis,Burnin' Thing | Mac Davis,Burnin' Thing,180.733,0.645,0.624,A,-8.16,major,0.0296,0.04,7.68e-06,0.117,0.852,81.326,4.0,94,53.0,53,8,A major,1975,0.0
1437,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott","Burnin' Up | Faith Evans Featuring Missy ""Misdemeanor"" Elliott",Burnin' Up,211.133,0.726,0.82,B,-3.472,minor,0.18,0.162,2.96e-06,0.212,0.894,98.051,4.0,97,93.0,60,15,B minor,2002,0.0
1438,Robert Plant,Burning Down One Side | Robert Plant,Burning Down One Side,236.76,0.594,0.912,C,-4.949,major,0.0534,0.0118,0.000247,0.359,0.593,113.15,4.0,95,86.0,64,6,C major,1982,0.0
